Street,Start_Lat,Start_Lng,Severity,Hour,Rush_Hour,Weather,City,ID
Qissa Khwani,34.01178626964428,71.58191537317211,4,11,0,Clear,Peshawar,P-637
Qissa Khwani,34.01534332462356,71.58026932809398,2,10,0,Cloudy,Peshawar,P-638
Qissa Khwani,34.01328251428017,71.57673886704039,2,3,0,Clear,Peshawar,P-639
Qissa Khwani,34.01169833454874,71.58100369191047,3,19,1,Cloudy,Peshawar,P-640
Qissa Khwani,34.012425104961196,71.58157465780882,1,12,0,Clear,Peshawar,P-641
Namak Mandi,34.012370810413664,71.58190748192375,3,6,0,Cloudy,Peshawar,P-642
Namak Mandi,34.01292932982597,71.58371690723642,2,17,1,Clear,Peshawar,P-643
Namak Mandi,34.015485718959155,71.58322773880062,3,8,1,Cloudy,Peshawar,P-644
Namak Mandi,34.01419613507908,71.58559174356373,2,5,0,Clear,Peshawar,P-645
Namak Mandi,34.01501080854686,71.58339169049403,3,8,1,Clear,Peshawar,P-646
Namak Mandi,34.015738309185,71.58208892094795,2,14,0,Cloudy,Peshawar,P-647
Namak Mandi,34.01207462593579,71.58103802560333,4,18,1,Cloudy,Peshawar,P-648
Namak Mandi,34.015752093585064,71.5859453413515,4,1,0,Cloudy,Peshawar,P-649
Namak Mandi,34.01378281405858,71.58140130309324,4,8,1,Clear,Peshawar,P-650
Namak Mandi,34.015280959590406,71.582618993788,2,9,1,Rain,Peshawar,P-651
Namak Mandi,34.01180919819399,71.58359678369312,1,6,0,Clear,Peshawar,P-652
Namak Mandi,34.01362620768368,71.57973905351257,4,10,0,Cloudy,Peshawar,P-653
Namak Mandi,34.015730397216004,71.58333332337412,3,17,1,Rain,Peshawar,P-654
Namak Mandi,34.01210216695835,71.58649472639583,3,17,1,Clear,Peshawar,P-655
Namak Mandi,34.01345968001524,71.58418785346885,2,18,1,Rain,Peshawar,P-656
Namak Mandi,34.01294204458387,71.58088688471447,3,8,1,Clear,Peshawar,P-657
Namak Mandi,34.014458628256875,71.58642533542567,2,18,1,Clear,Peshawar,P-658
Namak Mandi,34.01126336992234,71.58697455199847,2,11,0,Clear,Peshawar,P-659
Namak Mandi,34.013445367886874,71.58443032480152,2,6,0,Cloudy,Peshawar,P-660
Namak Mandi,34.01452804016267,71.58554470700021,3,15,0,Fog,Peshawar,P-661
Namak Mandi,34.01493343246801,71.58401273395505,3,19,1,Clear,Peshawar,P-662
Namak Mandi,34.01703278811051,71.58420423664079,2,13,0,Clear,Peshawar,P-663
Namak Mandi,34.01051133856144,71.58416448895512,1,15,0,Cloudy,Peshawar,P-664
Namak Mandi,34.01018438488425,71.58127922997843,4,17,1,Fog,Peshawar,P-665
Namak Mandi,34.010958917365265,71.58253216993872,1,4,0,Cloudy,Peshawar,P-666
Namak Mandi,34.01616538210778,71.58205775069636,3,8,1,Cloudy,Peshawar,P-667
Namak Mandi,34.01630712685732,71.58196278404193,3,11,0,Clear,Peshawar,P-668
Namak Mandi,34.01096130784905,71.57733568880377,2,7,1,Clear,Peshawar,P-669
Namak Mandi,34.01496889321056,71.58392333258942,3,8,1,Clear,Peshawar,P-670
Namak Mandi,34.014380847779854,71.58389843744257,2,11,0,Clear,Peshawar,P-671
Namak Mandi,34.01170535606471,71.58237515641702,2,3,0,Clear,Peshawar,P-672
Namak Mandi,34.013314901598285,71.583340927542,3,21,0,Cloudy,Peshawar,P-673
Namak Mandi,34.01435966215908,71.58397482785381,2,6,0,Cloudy,Peshawar,P-674
Namak Mandi,34.01631814812991,71.58232749052263,1,9,1,Cloudy,Peshawar,P-675
Namak Mandi,34.013069566266765,71.5824224093946,3,14,0,Clear,Peshawar,P-676
Namak Mandi,34.01288890644103,71.5834087780632,2,10,0,Cloudy,Peshawar,P-677
Namak Mandi,34.01160028055564,71.58241548956912,2,7,1,Clear,Peshawar,P-678
Namak Mandi,34.0175098661433,71.58303680326156,3,13,0,Clear,Peshawar,P-679
Namak Mandi,34.01674081938797,71.58585891560409,4,8,1,Rain,Peshawar,P-680
Karkhano Market,34.04155031098807,71.45610608017171,2,15,0,Clear,Peshawar,P-681
Karkhano Market,34.039535741362904,71.45732922998062,2,18,1,Cloudy,Peshawar,P-682
Karkhano Market,34.0398868230222,71.45743794157958,2,19,1,Clear,Peshawar,P-683
Karkhano Market,34.03954868659356,71.45482878382106,2,8,1,Cloudy,Peshawar,P-684
Karkhano Market,34.03981108257111,71.45583921994405,2,0,0,Fog,Peshawar,P-685
Karkhano Market,34.04269333944751,71.4540513091162,3,9,1,Cloudy,Peshawar,P-686
Karkhano Market,34.04329896178864,71.45714122111995,2,23,0,Clear,Peshawar,P-687
Karkhano Market,34.04088700344117,71.45269626323082,3,6,0,Fog,Peshawar,P-688
Karkhano Market,34.037676432312175,71.45443372220652,2,8,1,Cloudy,Peshawar,P-689
Karkhano Market,34.03831905812863,71.45455050875897,2,10,0,Rain,Peshawar,P-690
Karkhano Market,34.039032877032305,71.45377566616568,1,15,0,Cloudy,Peshawar,P-691
Karkhano Market,34.03925267584347,71.45398545717882,1,18,1,Fog,Peshawar,P-692
Karkhano Market,34.03618128782499,71.45763660464971,3,19,1,Clear,Peshawar,P-693
Karkhano Market,34.0386466583935,71.45700918581825,1,13,0,Clear,Peshawar,P-694
Karkhano Market,34.04008265126454,71.45588600426089,1,13,0,Clear,Peshawar,P-695
Karkhano Market,34.039516500722215,71.45656014059477,2,16,0,Clear,Peshawar,P-696
Karkhano Market,34.04086452590127,71.45594008837473,2,4,0,Clear,Peshawar,P-697
Karkhano Market,34.036029077959164,71.453779954045,2,8,1,Rain,Peshawar,P-698
Karkhano Market,34.034186023561354,71.45425035588676,3,5,0,Clear,Peshawar,P-699
Karkhano Market,34.04050433470095,71.4526278615372,2,9,1,Cloudy,Peshawar,P-700
Karkhano Market,34.03908181937956,71.45361079926167,3,17,1,Clear,Peshawar,P-701
Karkhano Market,34.043135592262395,71.4532809999204,2,10,0,Cloudy,Peshawar,P-702
Karkhano Market,34.03799556596215,71.4534951295253,2,15,0,Clear,Peshawar,P-703
Karkhano Market,34.0410330345688,71.45694599309067,2,8,1,Cloudy,Peshawar,P-704
Karkhano Market,34.038439601741764,71.45766114980808,3,10,0,Clear,Peshawar,P-705
Karkhano Market,34.04121044740204,71.45723086659476,3,8,1,Clear,Peshawar,P-706
Karkhano Market,34.04456330367308,71.45376471664613,2,18,1,Clear,Peshawar,P-707
Karkhano Market,34.0422892125641,71.4554194265984,2,10,0,Clear,Peshawar,P-708
Karkhano Market,34.040444579711604,71.45755773162662,2,20,0,Cloudy,Peshawar,P-709
Karkhano Market,34.041326895458305,71.45355150693588,3,1,0,Rain,Peshawar,P-710
Karkhano Market,34.04180079717679,71.45590245063863,2,18,1,Clear,Peshawar,P-711
Karkhano Market,34.04324652637097,71.45683463032272,2,15,0,Cloudy,Peshawar,P-712
Karkhano Market,34.03852939307863,71.45644295864751,2,10,0,Clear,Peshawar,P-713
Karkhano Market,34.03838356318243,71.4564198582584,3,8,1,Cloudy,Peshawar,P-714
Karkhano Market,34.038306298067745,71.4574992378106,1,6,0,Cloudy,Peshawar,P-715
Karkhano Market,34.03936646978813,71.45495484411781,2,19,1,Clear,Peshawar,P-716
Karkhano Market,34.03785829516263,71.45882283817427,1,8,1,Clear,Peshawar,P-717
Karkhano Market,34.04043822120007,71.45515428957177,2,7,1,Clear,Peshawar,P-718
Karkhano Market,34.040024998643815,71.46073680611133,1,18,1,Cloudy,Peshawar,P-719
Karkhano Market,34.041256764072074,71.45452098526246,1,6,0,Cloudy,Peshawar,P-720
Karkhano Market,34.040457992784916,71.4512841970972,2,7,1,Cloudy,Peshawar,P-721
Karkhano Market,34.042364468057876,71.4573213980072,3,19,1,Rain,Peshawar,P-722
Karkhano Market,34.03823786332668,71.4535755584727,4,8,1,Clear,Peshawar,P-723
Motorway Chowk,34.05733006420968,71.55750881217678,2,1,0,Cloudy,Peshawar,P-724
Motorway Chowk,34.05546289184505,71.56129297907546,2,9,1,Clear,Peshawar,P-725
Motorway Chowk,34.05424489068718,71.56055344594517,2,10,0,Cloudy,Peshawar,P-726
Motorway Chowk,34.05734039741839,71.5602685929945,1,16,0,Clear,Peshawar,P-727
Motorway Chowk,34.05519827667884,71.55831657610793,4,13,0,Cloudy,Peshawar,P-728
Motorway Chowk,34.054339759812066,71.55957666603614,2,14,0,Clear,Peshawar,P-729
Motorway Chowk,34.054936975351154,71.56054948380549,2,6,0,Clear,Peshawar,P-730
Motorway Chowk,34.05755393077217,71.5606760469622,2,18,1,Fog,Peshawar,P-731
Motorway Chowk,34.05741191203581,71.56228370648962,2,8,1,Clear,Peshawar,P-732
Motorway Chowk,34.05543324995081,71.55794849463273,2,6,0,Cloudy,Peshawar,P-733
Motorway Chowk,34.05499976170288,71.56216668087582,3,16,0,Rain,Peshawar,P-734
Motorway Chowk,34.059172094099075,71.55797048101363,3,14,0,Clear,Peshawar,P-735
Motorway Chowk,34.0601093726518,71.55871561069493,3,7,1,Clear,Peshawar,P-736
Motorway Chowk,34.05539226291805,71.55819186342053,2,5,0,Clear,Peshawar,P-737
Motorway Chowk,34.058941728541434,71.55996106260184,2,8,1,Cloudy,Peshawar,P-738
Motorway Chowk,34.05817967795636,71.5611481424418,2,8,1,Cloudy,Peshawar,P-739
Motorway Chowk,34.05619747803198,71.55815952294044,2,15,0,Clear,Peshawar,P-740
Motorway Chowk,34.05294726158467,71.56246000114544,2,9,1,Fog,Peshawar,P-741
Motorway Chowk,34.0504875001305,71.55764311930628,3,9,1,Rain,Peshawar,P-742
Motorway Chowk,34.05585663338475,71.56015431299244,4,8,1,Clear,Peshawar,P-743
Motorway Chowk,34.05249860787402,71.56004388761643,2,5,0,Clear,Peshawar,P-744
Motorway Chowk,34.05269333519359,71.55662531130578,3,23,0,Clear,Peshawar,P-745
Motorway Chowk,34.0581669545545,71.55776444231952,2,18,1,Clear,Peshawar,P-746
Motorway Chowk,34.05580096277301,71.56026213037244,2,15,0,Clear,Peshawar,P-747
Motorway Chowk,34.051406523974045,71.56298075894038,2,11,0,Cloudy,Peshawar,P-748
Bab-e-Peshawar,34.03433011213561,71.52238109718868,2,7,1,Cloudy,Peshawar,P-749
Bab-e-Peshawar,34.03036973576771,71.52278146497518,3,13,0,Clear,Peshawar,P-750
Bab-e-Peshawar,34.02684600703562,71.5183943511121,1,13,0,Fog,Peshawar,P-751
Bab-e-Peshawar,34.028487353150744,71.52034510038361,2,7,1,Clear,Peshawar,P-752
Bab-e-Peshawar,34.034542899490845,71.51919120515363,4,17,1,Cloudy,Peshawar,P-753
Bab-e-Peshawar,34.03111915412302,71.51837293930126,3,17,1,Clear,Peshawar,P-754
Bab-e-Peshawar,34.03136413898012,71.52025235580732,1,10,0,Cloudy,Peshawar,P-755
Bab-e-Peshawar,34.02882018140427,71.52168856645619,3,11,0,Rain,Peshawar,P-756
Bab-e-Peshawar,34.028899769434126,71.51970594915313,2,10,0,Cloudy,Peshawar,P-757
Bab-e-Peshawar,34.02941318896832,71.51710116054164,2,19,1,Clear,Peshawar,P-758
Bab-e-Peshawar,34.0264479764919,71.52212788197512,1,17,1,Rain,Peshawar,P-759
Bab-e-Peshawar,34.03248229468776,71.52114737406,3,13,0,Rain,Peshawar,P-760
Bab-e-Peshawar,34.03454486944089,71.52177807424455,2,10,0,Fog,Peshawar,P-761
Bab-e-Peshawar,34.032800799589594,71.52110844940789,2,14,0,Cloudy,Peshawar,P-762
Bab-e-Peshawar,34.029776982345716,71.5183900670383,2,8,1,Cloudy,Peshawar,P-763
Bab-e-Peshawar,34.02892352762802,71.51972829056722,2,7,1,Clear,Peshawar,P-764
Bab-e-Peshawar,34.032177539308435,71.51924739855015,2,12,0,Clear,Peshawar,P-765
Bab-e-Peshawar,34.03025304641004,71.51853088380626,2,12,0,Clear,Peshawar,P-766
Bab-e-Peshawar,34.03035057355787,71.51732654912225,2,18,1,Cloudy,Peshawar,P-767
Bab-e-Peshawar,34.02902401336759,71.52164193376873,3,4,0,Fog,Peshawar,P-768
Gulbahar Colony,34.02395563109937,71.54078870611632,2,8,1,Clear,Peshawar,P-769
Gulbahar Colony,34.01977296153514,71.5485403352313,1,0,0,Cloudy,Peshawar,P-770
Gulbahar Colony,34.01997880356014,71.54396956321239,2,10,0,Clear,Peshawar,P-771
Pishtakhara,34.03924149511055,71.53708037712958,2,9,1,Clear,Peshawar,P-772
Pishtakhara,34.03763369905789,71.53428665373164,2,11,0,Fog,Peshawar,P-773
Pishtakhara,34.03900542978354,71.53430341309283,2,17,1,Fog,Peshawar,P-774
Pishtakhara,34.03864594900723,71.53487799205628,3,8,1,Clear,Peshawar,P-775
Pishtakhara,34.03689188941317,71.53819831336905,2,17,1,Clear,Peshawar,P-776
Pishtakhara,34.03640888586411,71.53584878787572,2,18,1,Rain,Peshawar,P-777
Pishtakhara,34.03831451687357,71.53501242271123,2,12,0,Clear,Peshawar,P-778
Pishtakhara,34.03683643593321,71.53265224007117,2,15,0,Clear,Peshawar,P-779
Pishtakhara,34.04028539983247,71.53153491195128,3,11,0,Clear,Peshawar,P-780
Pishtakhara,34.042191687003616,71.5381888847835,2,7,1,Clear,Peshawar,P-781
Pishtakhara,34.04040934887998,71.53375180257534,2,16,0,Clear,Peshawar,P-782
Pishtakhara,34.04075299290004,71.53562626428003,2,8,1,Cloudy,Peshawar,P-783
Pishtakhara,34.03720371597882,71.53377615575717,3,14,0,Clear,Peshawar,P-784
Pishtakhara,34.03431984451098,71.5349354387779,2,14,0,Cloudy,Peshawar,P-785
Pishtakhara,34.03621756299978,71.53487631983208,3,2,0,Cloudy,Peshawar,P-786
Pishtakhara,34.03991677163968,71.5351033219537,3,12,0,Clear,Peshawar,P-787
Pishtakhara,34.03987241801916,71.53536962060498,2,2,0,Rain,Peshawar,P-788
Pishtakhara,34.03864157145186,71.53538810388721,2,17,1,Clear,Peshawar,P-789
Pishtakhara,34.036741295800624,71.53350156876581,2,7,1,Clear,Peshawar,P-790
Pishtakhara,34.041840735004286,71.53255420996089,2,13,0,Cloudy,Peshawar,P-791
Pishtakhara,34.0350217071642,71.53518824853558,1,5,0,Clear,Peshawar,P-792
Pishtakhara,34.04013675866739,71.53620824177918,2,10,0,Rain,Peshawar,P-793
Pishtakhara,34.03778529041857,71.53699883806536,4,2,0,Clear,Peshawar,P-794
Pishtakhara,34.036053242323945,71.53701426667294,2,15,0,Cloudy,Peshawar,P-795
Chamkani,34.041052270259684,71.56926840065441,2,19,1,Clear,Peshawar,P-796
Chamkani,34.043564260003066,71.56841820123665,3,11,0,Cloudy,Peshawar,P-797
Chamkani,34.043119400944825,71.57037507756883,3,8,1,Clear,Peshawar,P-798
Chamkani,34.040028392382666,71.56943168980413,2,17,1,Rain,Peshawar,P-799
Chamkani,34.042044407869085,71.5670781501227,3,16,0,Cloudy,Peshawar,P-800
Chamkani,34.04033135390902,71.57152805956314,2,10,0,Cloudy,Peshawar,P-801
Chamkani,34.04221881519804,71.57015151868639,2,8,1,Clear,Peshawar,P-802
Chamkani,34.04132175544146,71.57074012223053,2,17,1,Rain,Peshawar,P-803
Chamkani,34.04195395029111,71.5685426438661,4,9,1,Clear,Peshawar,P-804
Chamkani,34.042517322295716,71.5704254795517,2,8,1,Clear,Peshawar,P-805
Chamkani,34.040870036177935,71.57084642474891,2,18,1,Rain,Peshawar,P-806
Chamkani,34.04201435693382,71.56582704468325,3,20,0,Cloudy,Peshawar,P-807
Chamkani,34.04397972028117,71.56876962464857,3,12,0,Clear,Peshawar,P-808
Chamkani,34.04438547033084,71.56748426368817,3,6,0,Fog,Peshawar,P-809
Chamkani,34.04363373593907,71.56914746288665,3,17,1,Fog,Peshawar,P-810
Chamkani,34.03971396137585,71.5716403163735,2,16,0,Cloudy,Peshawar,P-811
Chamkani,34.04159254574392,71.57361303242132,3,7,1,Clear,Peshawar,P-812
Chamkani,34.042357389433626,71.57245842956858,3,9,1,Clear,Peshawar,P-813
Chamkani,34.040279614609155,71.57458953718309,2,16,0,Cloudy,Peshawar,P-814
Chamkani,34.04443638942351,71.57211473661074,3,18,1,Cloudy,Peshawar,P-815
Chamkani,34.041558115476995,71.56814371472343,2,18,1,Cloudy,Peshawar,P-816
Chamkani,34.04413034393143,71.57290523349097,3,4,0,Fog,Peshawar,P-817
Chamkani,34.0439930492678,71.56854067075236,2,8,1,Fog,Peshawar,P-818
Chamkani,34.04284813372304,71.57007889409647,2,7,1,Clear,Peshawar,P-819
Chamkani,34.03655544451816,71.5718850904569,2,9,1,Clear,Peshawar,P-820
Chamkani,34.041637101861504,71.56978732599494,3,12,0,Cloudy,Peshawar,P-821
Chamkani,34.044798566682545,71.56923613545655,3,14,0,Clear,Peshawar,P-822
Chamkani,34.039600604943274,71.56536771227405,2,17,1,Cloudy,Peshawar,P-823
Chamkani,34.04379317730847,71.56665550045086,2,17,1,Cloudy,Peshawar,P-824
Mathra,34.02657063864602,71.59104255981003,1,19,1,Rain,Peshawar,P-825
Mathra,34.02776011745274,71.59148081424476,2,5,0,Cloudy,Peshawar,P-826
Mathra,34.03085771541563,71.58705173573593,2,12,0,Clear,Peshawar,P-827
Mathra,34.02778702423364,71.58909241502967,3,6,0,Clear,Peshawar,P-828
Mathra,34.028206876258615,71.59408415208028,3,9,1,Clear,Peshawar,P-829
Mathra,34.02757514214018,71.59300842856567,3,18,1,Clear,Peshawar,P-830
Mathra,34.02637397125548,71.59164655983136,4,11,0,Fog,Peshawar,P-831
Budni Road,34.01800364970736,71.49900485832323,2,8,1,Rain,Peshawar,P-832
Budni Road,34.016470776521096,71.49734841245728,1,8,1,Clear,Peshawar,P-833
Budni Road,34.01184882398184,71.49982786061442,2,10,0,Clear,Peshawar,P-834
Budni Road,34.01388734400139,71.497882992558,2,20,0,Clear,Peshawar,P-835
Budni Road,34.01663271664307,71.49822950262775,2,7,1,Rain,Peshawar,P-836
Budni Road,34.016970002583044,71.49906435563433,2,5,0,Fog,Peshawar,P-837
Abdara Road,34.04767132958823,71.48042418670616,2,17,1,Fog,Peshawar,P-838
Abdara Road,34.04986548721669,71.4755334423613,2,8,1,Clear,Peshawar,P-839
Abdara Road,34.04806942749751,71.47606299157313,2,16,0,Clear,Peshawar,P-840
Abdara Road,34.04832681094805,71.4776087524583,3,16,0,Cloudy,Peshawar,P-841
Abdara Road,34.047234365620774,71.47975254210745,1,9,1,Clear,Peshawar,P-842
Abdara Road,34.04880693783622,71.47890128029013,2,9,1,Fog,Peshawar,P-843
Abdara Road,34.046659769599096,71.48234343582943,2,22,0,Clear,Peshawar,P-844
Nasir Bagh Road,34.030059751479236,71.47420488446902,2,8,1,Cloudy,Peshawar,P-845
Nasir Bagh Road,34.03144376153937,71.47432562372441,2,17,1,Clear,Peshawar,P-846
Nasir Bagh Road,34.03521756171146,71.47665645938037,2,8,1,Cloudy,Peshawar,P-847
Nasir Bagh Road,34.034820427609624,71.4747098468086,2,18,1,Clear,Peshawar,P-848
Nasir Bagh Road,34.034592126123556,71.4727856863664,2,6,0,Rain,Peshawar,P-849
Nasir Bagh Road,34.03228561878488,71.47384449898368,1,16,0,Clear,Peshawar,P-850
Nasir Bagh Road,34.031096101256175,71.47342132298856,2,9,1,Clear,Peshawar,P-851
Nasir Bagh Road,34.02987741293657,71.47490907004773,1,19,1,Clear,Peshawar,P-852
Old Bara Road,33.985639049341565,71.50330723453699,2,21,0,Clear,Peshawar,P-853
Old Bara Road,33.98405951281539,71.4991418722462,3,12,0,Cloudy,Peshawar,P-854
Old Bara Road,33.98352125718508,71.50238379866883,4,9,1,Clear,Peshawar,P-855
Old Bara Road,33.984519343525136,71.49666026466666,4,16,0,Cloudy,Peshawar,P-856
Old Bara Road,33.98131241283304,71.49821936430396,2,17,1,Fog,Peshawar,P-857
Old Bara Road,33.986396641631515,71.49949409660155,4,10,0,Clear,Peshawar,P-858
Old Bara Road,33.983400118986594,71.49618399572576,2,17,1,Rain,Peshawar,P-859
Old Bara Road,33.985319295538815,71.50114281677544,3,9,1,Rain,Peshawar,P-860
Old Bara Road,33.98388776250648,71.4997398794129,3,17,1,Rain,Peshawar,P-861
Old Bara Road,33.983516033143815,71.50258327045353,2,15,0,Clear,Peshawar,P-862
Old Bara Road,33.98216946561615,71.50043706808482,3,7,1,Cloudy,Peshawar,P-863
Old Bara Road,33.98323168304011,71.49482316673559,2,17,1,Clear,Peshawar,P-864
Old Bara Road,33.98430714698799,71.49677686528179,3,12,0,Cloudy,Peshawar,P-865
Old Bara Road,33.986505364630574,71.49762506919652,2,7,1,Clear,Peshawar,P-866
Old Bara Road,33.98634306234346,71.50305606271877,3,12,0,Clear,Peshawar,P-867
Old Bara Road,33.98127910400015,71.50172848722947,3,17,1,Fog,Peshawar,P-868
Old Bara Road,33.98430112134557,71.49845486250248,3,5,0,Rain,Peshawar,P-869
Old Bara Road,33.9873291669424,71.49982548797364,3,14,0,Clear,Peshawar,P-870
Old Bara Road,33.9860752598059,71.50085637249562,2,18,1,Clear,Peshawar,P-871
Old Bara Road,33.985628958944964,71.50367620141593,2,10,0,Clear,Peshawar,P-872
Peshawar-Torkham Hwy,34.00723366755106,71.4503728323395,2,4,0,Clear,Peshawar,P-873
Peshawar-Torkham Hwy,34.005666480073046,71.4503396893945,3,10,0,Fog,Peshawar,P-874
Peshawar-Torkham Hwy,34.00378354698511,71.45072623125549,2,8,1,Clear,Peshawar,P-875
Peshawar-Torkham Hwy,34.002699655879375,71.45069327239314,2,12,0,Cloudy,Peshawar,P-876
Peshawar-Torkham Hwy,34.00571133789713,71.45038315479239,2,14,0,Fog,Peshawar,P-877
Peshawar-Torkham Hwy,34.007232492781036,71.45301609518285,3,13,0,Clear,Peshawar,P-878
Peshawar-Torkham Hwy,34.005485764026304,71.44583580259362,3,11,0,Cloudy,Peshawar,P-879
Peshawar-Torkham Hwy,34.0047462385718,71.44834803164395,2,17,1,Clear,Peshawar,P-880
Peshawar-Torkham Hwy,34.001049024457565,71.45150219890901,3,10,0,Clear,Peshawar,P-881
Peshawar-Torkham Hwy,34.00736645434743,71.44828237454416,4,19,1,Cloudy,Peshawar,P-882
Peshawar-Torkham Hwy,34.00828675631161,71.45072129578287,1,11,0,Clear,Peshawar,P-883
Peshawar-Torkham Hwy,34.00978153232954,71.45075418418749,2,5,0,Fog,Peshawar,P-884
Peshawar-Torkham Hwy,34.0040234523151,71.45126665365214,2,11,0,Clear,Peshawar,P-885
Peshawar-Torkham Hwy,34.00523642398281,71.44865161887932,2,11,0,Rain,Peshawar,P-886
Peshawar-Torkham Hwy,34.00484186531627,71.44884175178073,2,3,0,Clear,Peshawar,P-887
Peshawar-Torkham Hwy,34.0048777961725,71.44889588399644,3,8,1,Clear,Peshawar,P-888
Peshawar-Torkham Hwy,34.00364271387741,71.44936352494452,2,13,0,Clear,Peshawar,P-889
Peshawar-Torkham Hwy,34.00556106468111,71.4520321870433,2,6,0,Rain,Peshawar,P-890
Peshawar-Torkham Hwy,34.002697692526894,71.44432184268103,3,8,1,Cloudy,Peshawar,P-891
Peshawar-Torkham Hwy,34.00674725700415,71.44993919446694,3,8,1,Clear,Peshawar,P-892
Peshawar-Torkham Hwy,34.00686486974191,71.44916979942208,3,12,0,Clear,Peshawar,P-893
Peshawar-Torkham Hwy,34.00774008732235,71.44673424432303,2,12,0,Clear,Peshawar,P-894
Peshawar-Torkham Hwy,34.002960609360585,71.45041272354266,1,15,0,Fog,Peshawar,P-895
Peshawar-Torkham Hwy,34.00565786578785,71.45168063825517,2,17,1,Clear,Peshawar,P-896
Peshawar-Torkham Hwy,34.00301660667312,71.44873423945023,3,14,0,Clear,Peshawar,P-897
Peshawar-Torkham Hwy,34.00317143737841,71.44884811037716,4,17,1,Cloudy,Peshawar,P-898
Peshawar-Torkham Hwy,34.00410811257228,71.45022628091411,3,11,0,Clear,Peshawar,P-899
Peshawar-Torkham Hwy,34.00441992512079,71.44927673495278,2,11,0,Clear,Peshawar,P-900
Peshawar-Torkham Hwy,34.00762233499561,71.44955136205824,3,10,0,Cloudy,Peshawar,P-901
Peshawar-Torkham Hwy,34.0045877509855,71.4515206437507,3,5,0,Cloudy,Peshawar,P-902
Peshawar-Torkham Hwy,34.002802759149645,71.45284100857455,3,6,0,Fog,Peshawar,P-903
Peshawar-Torkham Hwy,34.00703537282548,71.45154050089594,4,8,1,Clear,Peshawar,P-904
Peshawar-Torkham Hwy,34.00473566128871,71.45014455793077,4,7,1,Rain,Peshawar,P-905
Peshawar-Torkham Hwy,34.0074243173771,71.4490137102885,2,8,1,Clear,Peshawar,P-906
Peshawar-Torkham Hwy,34.007292060288286,71.44844525703031,2,18,1,Clear,Peshawar,P-907
Peshawar-Torkham Hwy,34.00331878514506,71.45149989994131,2,14,0,Clear,Peshawar,P-908
Peshawar-Torkham Hwy,34.00409041056525,71.44792038693795,1,8,1,Clear,Peshawar,P-909
Peshawar-Torkham Hwy,34.00836869703225,71.45200004343019,2,4,0,Cloudy,Peshawar,P-910
Peshawar-Torkham Hwy,34.00451387760224,71.45000457587228,2,16,0,Clear,Peshawar,P-911
Peshawar-Torkham Hwy,34.0053080961554,71.44991526317892,3,15,0,Clear,Peshawar,P-912
Peshawar-Torkham Hwy,34.00623777259605,71.45327671946454,2,11,0,Fog,Peshawar,P-913
Peshawar-Torkham Hwy,34.000285331550806,71.44897010293874,3,18,1,Clear,Peshawar,P-914
Peshawar-Torkham Hwy,34.00487919254161,71.45225556050127,4,16,0,Clear,Peshawar,P-915
Peshawar-Torkham Hwy,34.00450038020063,71.45063759338233,1,12,0,Clear,Peshawar,P-916
Peshawar-Torkham Hwy,34.00502565728709,71.45095965407074,3,13,0,Clear,Peshawar,P-917
Peshawar-Torkham Hwy,34.00309746121373,71.44879221976869,2,11,0,Rain,Peshawar,P-918
Peshawar-Torkham Hwy,34.00191439356352,71.44967873776095,2,8,1,Rain,Peshawar,P-919
Peshawar-Torkham Hwy,34.002341629733316,71.44987762312445,2,9,1,Fog,Peshawar,P-920
Sunehri Masjid Road,34.01105669726929,71.5749815732748,3,22,0,Clear,Peshawar,P-921
Sunehri Masjid Road,34.0103043383758,71.57378411665816,2,7,1,Clear,Peshawar,P-922
Sunehri Masjid Road,34.01129159769742,71.57652710162391,3,10,0,Clear,Peshawar,P-923
Sunehri Masjid Road,34.01228648925674,71.57548911957169,2,12,0,Clear,Peshawar,P-924
Sunehri Masjid Road,34.00448473532061,71.57714235881244,3,9,1,Cloudy,Peshawar,P-925
Sunehri Masjid Road,34.00720627228341,71.5772091846894,2,20,0,Clear,Peshawar,P-926
Sunehri Masjid Road,34.01072107063495,71.57474736944762,2,10,0,Fog,Peshawar,P-927
Sunehri Masjid Road,34.00709026279654,71.57614786557406,1,7,1,Clear,Peshawar,P-928
Sunehri Masjid Road,34.01209568755979,71.57228132645668,2,5,0,Clear,Peshawar,P-929
Sunehri Masjid Road,34.00985907490048,71.57604952707618,4,0,0,Rain,Peshawar,P-930
Sunehri Masjid Road,34.01114891720871,71.57239227441487,2,10,0,Cloudy,Peshawar,P-931
Sunehri Masjid Road,34.01552307919374,71.57591889876883,2,10,0,Clear,Peshawar,P-932
Sunehri Masjid Road,34.011053163011184,71.57601711216164,2,12,0,Cloudy,Peshawar,P-933
Sunehri Masjid Road,34.00970736726686,71.573738199415,3,9,1,Rain,Peshawar,P-934
Sunehri Masjid Road,34.013406550952084,71.57584353868188,2,10,0,Rain,Peshawar,P-935
Sunehri Masjid Road,34.00898098667719,71.57455763088629,2,9,1,Rain,Peshawar,P-936
Sunehri Masjid Road,34.01082858953074,71.58039244628429,2,8,1,Clear,Peshawar,P-937
Sunehri Masjid Road,34.0126140325659,71.57639758917666,2,21,0,Cloudy,Peshawar,P-938
Sunehri Masjid Road,34.01031658795171,71.57422446097692,2,16,0,Clear,Peshawar,P-939
